text,actual,predicted,probability_not_disaster,probability_disaster,clean_text,correct
"You are Amee Storm, a pink Simic Barbarian who's from the royal court and wields a blood stained tooth",0,0,0.8613218989611586,0.1386781010388414,amee storm pink simic barbarian whos royal court wields blood stained tooth,True
"NEWSFLASH: you dont WORK for Iran. You WORK for America ‼️ You seem 2love the UN so much, you should be reach…",0,0,0.929056162935693,0.07094383706430693,newsflash dont work iran work america seem love un much reach,True
NATO 'Bombed' Libya's Statehood - Russian Foreign Minister Lavrov: https://t.co/k7ozUwN7sy via,0,0,0.6925456986152948,0.3074543013847052,nato bombed libyas statehood russian foreign minister lavrov via,True
#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/2pWDm1TbsG https://t.co/WXJWs35Z1h,1,0,0.7177178692923234,0.28228213070767655,childsafety local flu death boy one two pediatric deaths nys year,False
Make a simple map anybody can play with like medium difficulty easter egg and then add hellfir… https://t.co/4HH8SJdT3i,0,0,0.9291255424693203,0.07087445753067961,make simple map anybody play like medium difficulty easter egg add hellfir,True
I understand where kmoos are coming from. I started with being a highskool and honestly the way the gp can oblitera… https://t.co/AG2XRNQNL1,0,0,0.9218333391629456,0.07816666083705437,understand kmoos coming started highskool honestly way gp oblitera,True
".. 24 Aug 1984 to Lahore (5th such incident, btw), the Pakis found out that the hijacking was done with a toy pistol and in o…",1,0,0.7398176213913629,0.26018237860863713,aug lahore th incident btw pakis found hijacking done toy pistol,False
Product yellowed and became brittle within 2 years. Then a hailstorm last year finished i… https://t.co/Zz2R38A47D,0,0,0.7749003154660072,0.22509968453399282,product yellowed became brittle within years hailstorm last year finished,True
Please share this new video with your followers as this is the proper way to rescue dehydrated #koalas give them water…,0,0,0.9012130441648324,0.09878695583516765,please share new video followers proper way rescue dehydrated koalas give water,True
bangtan bomb subtitles making their debut before seokjin’s acting debut,0,0,0.9215895404533289,0.0784104595466711,bangtan bomb subtitles making debut seokjins acting debut,True
No wonder Microsoft is going down the dumps with such a Dol… https://t.co/XI7zACmpVg,0,0,0.9214056316875496,0.07859436831245033,wonder microsoft going dumps dol,True
"9.""Caught In A Landslide"" https://t.co/tD2NV4oSUC … #landslide #caught #mudslide #bohemian #rhapsody #quee…",0,0,0.8984646680218981,0.10153533197810191,caught landslide landslide caught mudslide bohemian rhapsody quee,True
Schools should brace for five years of upheaval from a triumphant party with Gove at its heart | Melissa Benn https://t.co/rei2EhhF56,0,0,0.9588399617640178,0.0411600382359822,schools brace five years upheaval triumphant party gove heart melissa benn,True
"WEATHER ALERT: Severe Thunderstorm Warning including Hohenwald TN, Waynesboro TN until 8:15 PM CST https://t.co/ZhpTSiYInB",1,1,0.2117892253812681,0.7882107746187319,weather alert severe thunderstorm warning including hohenwald tn waynesboro tn pm cst,True
"btw what the heck happened s an explosion box , baby don’t kill me 😂",0,0,0.8331540638344335,0.1668459361655665,btw heck happened explosion box baby dont kill,True
"had some baby pigeons in eggs during our heatwave, and was sure they were goners. W… https://t.co/5NUSe820Xp",0,0,0.9316352142485524,0.06836478575144755,baby pigeons eggs heatwave sure goners w,True
Storm Brendan: Thousands without power as storm brings 'violent winds' https://t.co/RJbXsgBvl5,1,1,0.2819875630279558,0.7180124369720442,storm brendan thousands without power storm brings violent winds,True
"League of Legends #Account - Every Champ - 124 Skins (Pax Jax, Riot Skins, ) #eBay #GameAccount ⏰ Ends in 4h 💲 Last… https://t.co/gnraGJUOq5",0,0,0.9228862403064868,0.07711375969351314,league legends account every champ skins pax jax riot skins ebay gameaccount ends h last,True
chodzi ci o Apocalypse?,0,0,0.7567019347417764,0.24329806525822362,chodzi ci apocalypse,True
Body bagging momma,0,0,0.8908262078784651,0.10917379212153486,body bagging momma,True
🔥🔥 You harped on this morning about climate change causing Australian fires...but you didn't mention n… https://t.co/xo7bRDUMJp,0,0,0.8262518221808951,0.17374817781910493,harped morning climate change causing australian firesbut didnt mention n,True
"Lol! Gotta love our President. He truly is the voice of the forced hostages, the American peop… https://t.co/vgqEqIRnXZ",0,0,0.9432015954733959,0.056798404526604174,lol gotta love president truly voice forced hostages american peop,True
Blaze destroys building at Louisiana apartment complex - https://t.co/gUScHPrrTw https://t.co/EH5n0xzc0O,1,0,0.6996246259000585,0.30037537409994153,blaze destroys building louisiana apartment complex,False
"What an insulting poor excuse for a human being,degrading and belittling people he t… https://t.co/jCauAPP3Ks",0,0,0.8420079324014906,0.1579920675985093,insulting poor excuse human beingdegrading belittling people,True
That's why we never had a movement that normalizes suicidal tendencies and self… https://t.co/n3b9CfYJZJ,0,0,0.918105776060374,0.08189422393962598,thats never movement normalizes suicidal tendencies self,True
chicken mcmuffin is bomb af,0,0,0.9209782098886954,0.07902179011130465,chicken mcmuffin bomb af,True
China sinkhole: Six killed as ground swallows bus https://t.co/3TCoFIJqor,1,1,0.06042289321697225,0.9395771067830277,china sinkhole six killed ground swallows bus,True
$50 million for traumatised wildlife. $50 million for a traumatising long-dead British imperialist. No words for the level…,0,0,0.574731555883695,0.425268444116305,million traumatised wildlife million traumatising longdead british imperialist words level,True
There won't be much of a break across the southern U.K. as another storm system will race into the region on Tuesda… https://t.co/Mbr5gVIV59,1,0,0.589411217202169,0.410588782797831,wont much break across southern uk another storm system race region tuesda,False
"On Sunday Davinder Singh, posted with the strategic anti-hijacking team at Srinagar airport, was arrested along wit… https://t.co/zZIOMtDNpJ",1,0,0.7553343932218258,0.24466560677817417,sunday davinder singh posted strategic antihijacking team srinagar airport arrested along wit,False
Our hearts bleed to the untimely demise of RIO JOHN ABEL for having met an accident while sending help to the victi… https://t.co/cvg3J3h6r4,1,0,0.8791580715355541,0.12084192846444583,hearts bleed untimely demise rio john abel met accident sending help victi,False
that's right im rdg caste heaven.... surprised no one's thought of arson,0,0,0.8849261956623684,0.11507380433763158,thats right im rdg caste heaven surprised ones thought arson,True
"‘Bloodshot’ Trailer Tomorrow, Crazy Violent Teaser Today! [Video] The first Bloodshot teaser was absolutely bonker… https://t.co/MxTgIpq6yO",0,0,0.8801671730370425,0.11983282696295754,bloodshot trailer tomorrow crazy violent teaser today video first bloodshot teaser absolutely bonker,True
CAN'T GET Enough of This... Full Video of Our &amp; Walking Out On To The Field To Join The Military Escort…,0,0,0.9624056749688266,0.03759432503117346,cant get enough full video amp walking field join military escort,True
Is Rasta improving or he didn’t smoke weed today? #RIPRichardMaponya #RIPMaponya https://t.co/Irr24bma9A,0,0,0.8086380182385882,0.19136198176141184,rasta improving didnt smoke weed today riprichardmaponya ripmaponya,True
someone posted this in discord and agowijfaklw;fjlkawefsa https://t.co/pyqYmU2cGV,0,0,0.9210402976574878,0.07895970234251216,someone posted discord agowijfaklwfjlkawefsa,True
What’s that OR panic?,0,0,0.920750065463866,0.07924993453613409,whats panic,True
In #Australia everyone knows someone who has been affected by the #bushfires &amp; we all want to do our part to help.… https://t.co/zztybwyGj1,0,0,0.9074661728169915,0.09253382718300847,australia everyone knows someone affected bushfires amp want part help,True
chocolate lava cake,0,0,0.8733542220718462,0.12664577792815385,chocolate lava cake,True
That whiff is like a major chemical spill.. It's now a major emergency for Libs #auspol Scott Morrison looks f… https://t.co/0ZvKyjBjFO,0,0,0.77316394115115,0.22683605884885005,whiff like major chemical spill major emergency libs auspol scott morrison looks f,True
Sandstorm...isn’t that a Gamecock thing?🤔 Never thought Clemson stood a chance against this talente… https://t.co/KZDfH3m5FD,0,0,0.9430151855301043,0.056984814469895693,sandstormisnt gamecock thing never thought clemson stood chance talente,True
After you blew up stage 7. https://t.co/1GcoMwArIe,0,0,0.9154521675722318,0.08454783242776824,blew stage,True
"Troops of the US 30th Infantry Division retook the Baugnez crossroads at Malmedy, and discovered the frozen bodies of 84 kille…",0,0,0.7614299881041834,0.23857001189581664,troops us th infantry division retook baugnez crossroads malmedy discovered frozen bodies kille,True
Count is 80+ Sir and surprisingly no Pak Army casualty??,0,0,0.8397041045939426,0.16029589540605732,count sir surprisingly pak army casualty,True
Meanwhile in The Shawa after today's emergency alert #PickeringNuclearStation #radiation https://t.co/pn3jzVhuV3,0,0,0.7422944422562008,0.2577055577437993,meanwhile shawa todays emergency alert pickeringnuclearstation radiation,True
You obviously don't understand. Pres. Trump wanted them to follow…,0,0,0.9592163675951045,0.04078363240489548,obviously dont understand pres trump wanted follow,True
Mouse or mole? From the images it looks like a whole underground network tunnel exploded which may… https://t.co/a7PudULPik,0,0,0.9163843871720511,0.08361561282794897,mouse mole images looks like whole underground network tunnel exploded may,True
Perhaps d facilities n services provided by Gujarat govt on health sectors is more commendable n ap… https://t.co/p6keTMshBU,0,0,0.8821882697540233,0.11781173024597669,perhaps facilities n services provided gujarat govt health sectors commendable n ap,True
The Philippine Seismic Network recorded a total of 49 volcanic earthquakes in the Taal region from 2:00 AM to 10:00… https://t.co/j4BZrfjweE,1,0,0.7524529231626813,0.24754707683731872,philippine seismic network recorded total volcanic earthquakes taal region,False
A bit of light reading that should be useful... https://t.co/Ox9TlTIV8K Recall some challen… https://t.co/LLuzY3ns8G,0,0,0.9023271281001295,0.09767287189987049,bit light reading useful recall challen,True
It's not my fight. If it was up to me we'd give Iran nukes to b… https://t.co/1xJePeKt53,0,0,0.8078457955994365,0.19215420440056358,fight wed give iran nukes b,True
2 buildings on fire at seminole State College Stanford campus. 8 fire trucks including some from Longwood. #seminolestate.,1,0,0.6448556139152559,0.355144386084744,buildings fire seminole state college stanford campus fire trucks including longwood seminolestate,False
Monster dust storm blankets several Australian states https://t.co/RE7aIY4Ccp https://t.co/aUneC9PRhR,1,0,0.5426864201665295,0.45731357983347054,monster dust storm blankets several australian states,False
FAO sounded locust disaster warming as early as MARCH 2019. Now we're being asked by CS Kiunjuri to take a picture and post it o…,0,0,0.8659276211716027,0.1340723788283973,fao sounded locust disaster warming early march asked cs kiunjuri take picture post,True
"Communal violence in Telangana's Bhainsa: -Stone pelting -Vehicles set on fire -Now, media reported 18 houses set on fire…",1,1,0.3769531617946541,0.6230468382053459,communal violence telanganas bhainsa stone pelting vehicles set fire media reported houses set fire,True
"I don’t know if it’s the climate emergency, #Megxit or the terrible state of world politics, but I’m seeing a lot o… https://t.co/GNrwu5GOLR",0,0,0.9401076358075653,0.05989236419243476,dont know climate emergency megxit terrible state world politics im seeing lot,True
Did you know that people from Bute are called Brandanes? Why - because Saint Brendan the Navigator visited the island. May the…,0,0,0.6604250098820375,0.33957499011796255,know people bute called brandanes saint brendan navigator visited island may,True
"#UPDATE: No casualties reported in the explosion at a chemical factory in Zhuhai, South China's Guangdong, and the fire has be…",1,1,0.21009984637239443,0.7899001536276056,update casualties reported explosion chemical factory zhuhai south chinas guangdong fire,True
"I had team mates, international consultants, quarantined in homestay on their retur… https://t.co/QYP1gAktuw",0,0,0.7967225916265369,0.2032774083734631,team mates international consultants quarantined homestay retur,True
"Aria gave her a look of desire. Suddenly, the snake's head was engulfed by the shorty's mouth; covering… https://t.co/vZptXvzHEt",0,0,0.8220117897251495,0.1779882102748504,aria gave look desire suddenly snakes head engulfed shortys mouth covering,True
Xavi went to Al sadd and Iniesta went to Asia. More like going to j… https://t.co/GxBhc4M3hl,0,0,0.8992348286461954,0.10076517135380458,xavi went al sadd iniesta went asia like going j,True
"GOD SAYS SCOTLAND, IRELAND,ENGLAND TOLERATE EACH OTHER, YOU MUST DO THIS. REMEMBER GREAT IRISH POTATO FAMINE,ENGLAN… https://t.co/f42cZCc9Rq",0,0,0.8651399471191693,0.13486005288083072,god says scotland irelandengland tolerate must remember great irish potato famineenglan,True
Mexican Border City on High Alert Over Jihad ‘Suicide Bomber’ Threat https://t.co/6thVKcnOzo via,0,0,0.5325077182989835,0.4674922817010166,mexican border city high alert jihad suicide bomber threat via,True
Yo there are 1.8 billion muslims and do you see all of them bombing. No cause we… https://t.co/WcD0aqXYcQ,0,0,0.8633289567713208,0.13667104322867915,yo billion muslims see bombing cause,True
"People screaming SAM SAM SAM💙💙 he's like a magnet , handsom man.❤",0,0,0.8950211267395511,0.1049788732604488,people screaming sam sam sam hes like magnet handsom man,True
I think we will experience more bush fires with world temperatures rise. 😔😔😐 May God help us... We must take steps… https://t.co/hZlpG23K2x,0,0,0.9239842683995239,0.07601573160047616,think experience bush fires world temperatures rise may god help us must take steps,True
"abnormally ambient eyewitness, proceeding and eighth, ensconced beside muscled residency.",0,0,0.9548945427988209,0.04510545720117905,abnormally ambient eyewitness proceeding eighth ensconced beside muscled residency,True
"#Gotham isn't being continued as a Batman show right now, but that doesn't mean it won't be in the future. The upheaval…",0,0,0.9617307542992604,0.038269245700739675,gotham isnt continued batman show right doesnt mean wont future upheaval,True
"Animal owners, I know you’re in a rush for own n family’s safety, but pls if you can’t bring them with you, un…",0,0,0.8967988763263648,0.10320112367363515,animal owners know youre rush n familys safety pls cant bring un,True
Guy Fieri went to the bank and stole a nuclear reactor.,0,0,0.754789535532418,0.24521046446758196,guy fieri went bank stole nuclear reactor,True
"""I saw Trump riding a Golden Horse alongside Jesus during Armageddon"". Is she snorting, looking for attention or she's an…",0,0,0.9403660347244993,0.05963396527550069,saw trump riding golden horse alongside jesus armageddon snorting looking attention shes,True
"Trump to divert an extra $7.2 billion from military for border wall, reports say https://t.co/NF9xu8mef5",0,0,0.7416343473162665,0.2583656526837334,trump divert extra billion military border wall reports say,True
"When Orientalism, Islamophobia, and anti-#Iran sentiment are used to attack people across the political aisle (this was retweet…",0,0,0.6517305862827321,0.348269413717268,orientalism islamophobia antiiran sentiment used attack people across political aisle retweet,True
7 things about you. 1. You have kept the notifications on for FC Barcelona. 2. You…,0,0,0.9180879272307612,0.0819120727692388,things kept notifications fc barcelona,True
HIJACK : REGENTS PARK. JHB. GP. GUN METAL GREY FORD FIESTA. XZT022GP.,1,0,0.797617044336998,0.20238295566300205,hijack regents park jhb gp gun metal grey ford fiesta xztgp,False
which brings me back to 's response to the whole fucking thing! this guy is violently racist. he shldnt be a… https://t.co/qMldFnFd1B,0,0,0.9434929210793309,0.056507078920669064,brings back response whole fucking thing guy violently racist shldnt,True
"See, Timmy, this is what we call ""reaching"", and if you reach too hard, you'll pull your own brain out along with t… https://t.co/ZGQmkqbhID",0,0,0.9292388915599227,0.0707611084400773,see timmy call reaching reach hard youll pull brain along,True
Time to eat more medicines and drown in my bed,0,0,0.889895282244131,0.11010471775586908,time eat medicines drown bed,True
BRO MY CHILDHOOD JUST COLLIDED https://t.co/03y2h33RSp,0,0,0.9164198841504743,0.08358011584952578,bro childhood collided,True
I appeal every one to reach #ShaheenBaghProtests police are here to demolish our peaceful protest … https://t.co/AtfgO0Jpvy,0,0,0.8304933318735117,0.16950666812648826,appeal every one reach shaheenbaghprotests police demolish peaceful protest,True
Or sending my mate Simon to the bar and asking for a Guiness but ending up with a Carlsberg Export and a Mint After…,0,0,0.8384880997251498,0.16151190027485018,sending mate simon bar asking guiness ending carlsberg export mint,True
This probably was not a choice Warren was forced into. It was likely her campaign that leaked the st… https://t.co/kvUIHca4Uk,0,0,0.913499809769801,0.08650019023019893,probably choice warren forced likely campaign leaked st,True
#RT PeterStefanovi2: RT SuptAndyCox: Now 1 year since the last fatal collision on #A12 #London. During this time we… https://t.co/UQQtuTQ7yt,1,1,0.41387098615848394,0.5861290138415161,rt peterstefanovi rt suptandycox year since last fatal collision london time,True
Nothing except a false alarm emergency alert for an incident that happened there Friday where no radiation… https://t.co/PXbmLRXYSo,1,0,0.7036093311977684,0.29639066880223164,nothing except false alarm emergency alert incident happened friday radiation,False
No bloody case manager is looking into it I need my whole money back and also compensation for this fucking nuisance,0,0,0.9448668416613341,0.055133158338665895,bloody case manager looking need whole money back also compensation fucking nuisance,True
[VIDEO] A groom from the Philippines danced to a medley of songs with his friends on his wedding for his new br…,0,0,0.8896244731328443,0.11037552686715567,video groom philippines danced medley songs friends wedding new br,True
"What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironi… https://t.co/FkgwfvNsE0",0,0,0.8846623874289692,0.11533761257103076,slow fashion care get started slow fashion stylist jenna flood aka ironi,True
my brother destroyed this guy at DBFZ and just... 😂😂😂 https://t.co/oDpVfJPE9f,0,0,0.911321219635251,0.088678780364749,brother destroyed guy dbfz,True
It was never going to maintain at that seismic level but Irish felt dumb pinning our support to some… https://t.co/R4gNX1vonQ,0,0,0.9231352108191154,0.07686478918088457,never going maintain seismic level irish felt dumb pinning support,True
Looking for a new #HistRom? Family and travelers stranded by snowstorm. #FamilySaga #VictorianRoman https://t.co/Vfxkbznw6h,0,0,0.8230155355248401,0.17698446447515997,looking new histrom family travelers stranded snowstorm familysaga victorianroman,True
Have you been completely inundated yet?,0,0,0.8961217232257936,0.10387827677420633,completely inundated yet,True
"When technical brains speak to a raging debate... Mostly, their disposition &amp; knowledge calms the storm. Even more… https://t.co/vDnC9tkXDB",0,0,0.8590655762455344,0.14093442375446566,technical brains speak raging debate mostly disposition amp knowledge calms storm even,True
Where are the tweets from October about people rioting if Joker doesn’t get an Oscar?,0,0,0.9156514200616532,0.08434857993834681,tweets october people rioting joker doesnt get oscar,True
"Nabi SAW said, ""Save yourself from hellfire by giving even half a date-fruit in charity."" (Bukhari)",0,0,0.9176130377710119,0.08238696222898814,nabi saw said save hellfire giving even half datefruit charity bukhari,True
Schools should brace for five years of upheaval from a triumphant party with Gove at its heart https://t.co/xhtB8XfFNI,0,0,0.9580310577478925,0.04196894225210741,schools brace five years upheaval triumphant party gove heart,True
"Now, it's possible that sometimes, the banging wasn't quite loud… https://t.co/gvHCg76C08",0,0,0.9285571290330207,0.07144287096697931,possible sometimes banging wasnt quite loud,True
Marc Hooker's predecessor found drowned. But was it really an accident? https://t.co/ExiWw74miX,1,0,0.8101917480465797,0.1898082519534203,marc hookers predecessor found drowned really accident,False
"The Modi-Shah Govt’s anti people, anti labour policies have created catastrophic unemployment &amp; are weakening our PSUs to…",0,0,0.9349675541938438,0.0650324458061562,modishah govts anti people anti labour policies created catastrophic unemployment amp weakening psus,True
"JCPOA preamble: “Iran reaffirms that under no circumstances will Iran ever seek, develop or acquire any nuclear weapons.”",1,0,0.7334153064112825,0.2665846935887175,jcpoa preamble iran reaffirms circumstances iran ever seek develop acquire nuclear weapons,False
Nici's cowboy-sona is... Role: Bounty hunter Weapon: axe Hair color: baby blue Eye color: jade Accessories: wheat i… https://t.co/ky9KFvZi0W,0,0,0.925691878802224,0.07430812119777595,nicis cowboysona role bounty hunter weapon axe hair color baby blue eye color jade accessories wheat,True
"Now...say it with me followers... Pedophiles/MAPs will never EVER be accepted by society, and that they should go fall off…",0,0,0.9780534563362554,0.02194654366374462,nowsay followers pedophilesmaps never ever accepted society go fall,True
American Media said that Iran had bulldozed the crash site of the shoot down. What Iran did was relocate the wreckage. It…,0,1,0.38940964587537885,0.6105903541246211,american media said iran bulldozed crash site shoot iran relocate wreckage,False
"#ColoradoDrones Hey guys, been through 50 articles and still don't have an answer. What kind of drones are being flown o…",0,0,0.9450222709522276,0.05497772904777239,coloradodrones hey guys articles still dont answer kind drones flown,True
"Simple learning of kites. 1) As soon as you go up, people will come for cutting. 2) Take the collision with your… https://t.co/FxO0salFvX",0,0,0.8810688570938567,0.11893114290614328,simple learning kites soon go people come cutting take collision,True
"NWS Alert&gt; Strong Thunderstorm Over Iuka Moving E At 50 MPH. Small Hail, Winds Over 30 MPH Possible. Locations Impa… https://t.co/G5yIYGlsRC",1,1,0.3624445523811105,0.6375554476188895,nws alertgt strong thunderstorm iuka moving e mph small hail winds mph possible locations impa,True
i can't even imagine the chaos on army twitter if a BTS member announced suddenly he's getting married.......,0,0,0.955129462510791,0.044870537489208995,cant even imagine chaos army twitter bts member announced suddenly hes getting married,True
One Man ARMY THALA AJITH 🔥 #19YearsOfDHEENA,0,0,0.7971874069637039,0.20281259303629606,one man army thala ajith yearsofdheena,True
Anybody who is not going in your direction does not deserve your association. Friendship is not by force but by choice.…,0,0,0.8343525479707414,0.1656474520292586,anybody going direction deserve association friendship force choice,True
True. The same believers of the same false god also: 2013:blasts at rally i… https://t.co/VVsjWKxzbE,0,0,0.9280110519210776,0.07198894807892245,true believers false god also blasts rally,True
Bruh said carried off by a stretcher !! Tht medical bill bout to be HIGH😂😂😂,1,0,0.823071609246315,0.17692839075368502,bruh said carried stretcher tht medical bill bout high,False
"By 2030 is determined to reduce the number of fatalities and vulnerabilities arising from harmful chemicals, in… https://t.co/pyM9skCxKC",0,0,0.9301929521460358,0.06980704785396415,determined reduce number fatalities vulnerabilities arising harmful chemicals,True
Expelled Australian Rugby Player Apostle Israel Falou Still Blaming The Gays For The Bush Fires. His F**king God Mu… https://t.co/x6UkDVyeEM,0,0,0.7745306399493217,0.22546936005067825,expelled australian rugby player apostle israel falou still blaming gays bush fires fking god mu,True
my younger self is screaming inside omg,0,0,0.878795436722622,0.12120456327737802,younger self screaming inside omg,True
Delhi: A delegation of top human rights body will interact with Jamia students injured in the December 15 violence. More on htt…,1,0,0.7312956367400982,0.2687043632599018,delhi delegation top human rights body interact jamia students injured december violence htt,False
"If you start the issue of LAND they will try to install you fear that your country will look like Zimbabwe,it's fine we k…",0,0,0.9616470535686624,0.03835294643133753,start issue land try install fear country look like zimbabweits fine k,True
Brockton United States - Truck Driver Home Nightly - CDL - ... contractors and municipalities in all: ... contracto… https://t.co/RoqFBWd1xZ,0,0,0.707874376801305,0.29212562319869495,brockton united states truck driver home nightly cdl contractors municipalities contracto,True
"Before June 2019, there are about 60ppl suicide each month regularly. After June, fatal cases increase… https://t.co/eGgDCnbX3j",1,0,0.7805794145317236,0.21942058546827636,june ppl suicide month regularly june fatal cases increase,False
This needs to be trending #whiteophobia Sick and tired of the bloody race card! Just being white gets us non stop… https://t.co/1aAuG30ERN,0,0,0.9377610901996728,0.06223890980032724,needs trending whiteophobia sick tired bloody race card white gets us non stop,True
When Phil doesn’t get tips and gets derailed by the hype train. https://t.co/sp9bfVXkRg,0,0,0.799298845218446,0.2007011547815541,phil doesnt get tips gets derailed hype train,True
"Along w/ the US Treas Dept taking the people's money and manipulating up the stock market, the Fed hija…",0,0,0.8844817711882106,0.11551822881178943,along w us treas dept taking peoples money manipulating stock market fed hija,True
To slap any of them who says such rubbish next to me is what I crave to do. Imagine th…,0,0,0.9024620961469303,0.09753790385306972,slap says rubbish next crave imagine th,True
Is anyone paying attention to this? I wonder if there is any connection with the Ontario - Nuclear Reactor site war… https://t.co/yNNw4eutGO,1,0,0.7959929054060839,0.20400709459391608,anyone paying attention wonder connection ontario nuclear reactor site war,False
leodicaprio PLEASE SIGN! THIS IS STATE SPONSORED M U R D E R of Innocent #Animals “Bridget McKenzie: STOP the mass murd…,0,0,0.6839188850184441,0.3160811149815559,leodicaprio please sign state sponsored u r e r innocent animals bridget mckenzie stop mass murd,True
And she's off 😎 #dogbus on her way to Paris to collect the most gorgeous dogs from #China Our awesome volunteers Kerry &amp; Cha…,0,0,0.8754971464442086,0.1245028535557914,shes dogbus way paris collect gorgeous dogs china awesome volunteers kerry amp cha,True
"Boy those Vince Vaughn ""Libertarians"" sure like breathing the clean air &amp; water courtesy Democrats &amp;… https://t.co/RU3ywdS5LB",0,0,0.9441582531877377,0.05584174681226226,boy vince vaughn libertarians sure like breathing clean air amp water courtesy democrats amp,True
I will,0,0,0.8738966289710499,0.12610337102895006,,True
"Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, Israel’s…",1,0,0.8070390129341716,0.1929609870658284,forced develop locally made missiles fired apache helicopters obama halted sales israel israels,False
Battle Symphony // Linkin Park,0,0,0.8927906070595305,0.10720939294046951,battle symphony linkin park,True
bangtan bomb has english subs FINALLY https://t.co/io7xdS8xJl,0,0,0.9209282868920543,0.0790717131079457,bangtan bomb english subs finally,True
"Delays of up to 60 minutes and some #cancellations on #Thameslink between #Stevenage and Cambridge, and between Stevena…",1,0,0.6693273342842303,0.33067266571576975,delays minutes cancellations thameslink stevenage cambridge stevena,False
lmao avani i went to the bathroom and my ads exploded,0,0,0.8501717511634496,0.14982824883655044,lmao avani went bathroom ads exploded,True
nah I need calm down 💀 https://t.co/eOKphShN5R,0,0,0.9330886622246423,0.06691133777535775,nah need calm,True
"Hunger in Haiti: Ten years after catastrophe struck, a new crisis looms https://t.co/6PcrZpZCw0",1,0,0.8480293142598236,0.1519706857401763,hunger haiti ten years catastrophe struck new crisis looms,False
That is factually correct. Last tolls in CT 1989. Mianus River bridge collapse 1983.,0,0,0.9066882002212939,0.09331179977870609,factually correct last tolls ct mianus river bridge collapse,True
Did you know that 61% of pedestrian fatalities tested for alcohol were BAC (Blood Alcohol Content) positive?​ Choo… https://t.co/RG8WeATaJh,0,0,0.9265927071982878,0.0734072928017122,know pedestrian fatalities tested alcohol bac blood alcohol content positive choo,True
"Almost 1500 innocent Iranians got shot in the streets, thousands got wounded and arrested. Now #NancyPelosi says that the…",1,0,0.5001406939279858,0.4998593060720142,almost innocent iranians got shot streets thousands got wounded arrested nancypelosi says,False
It has to be and Experienced and she’s the Tiger we need beside h…,0,0,0.9414372952948699,0.05856270470513019,experienced shes tiger need beside h,True
This is deeply worrying news affecting a major business in the city centre of Perth. https://t.co/hEqupQPZoO,0,0,0.7006351144777161,0.2993648855222839,deeply worrying news affecting major business city centre perth,True
'Space Wreck' concept... #Space1999 #conceptart #anime #film #alien #eagle #conceptships #scifi #scifiart #spaceship #art…,0,0,0.8696698545188082,0.13033014548119176,space wreck concept space conceptart anime film alien eagle conceptships scifi scifiart spaceship art,True
Disease outbreak news from the WHO: https://t.co/T5Z1xnXneq,0,0,0.6256516519627984,0.3743483480372016,disease outbreak news,True
#StarWars Skywalker Saga Lifetime #OscarNoms 🏆 A New Hope: 10 🏆 Empire Strikes Back: 3 🏆 Return of the Jedi: 5 🏆 Phanto…,0,0,0.853476113890083,0.14652388610991698,starwars skywalker saga lifetime oscarnoms new hope empire strikes back return jedi phanto,True
Snowmobiler dies in Eastern Oregon avalanche - KTVZ https://t.co/CnJoXRE0pD,1,1,0.3621573151582791,0.6378426848417209,snowmobiler dies eastern oregon avalanche ktvz,True
ROXANNE aims to uncover #criminal &amp; #terrorist networks by a combination of #voicebiometrics and privacy-aware #linkan…,0,0,0.8571569438811704,0.1428430561188297,roxanne aims uncover criminal amp terrorist networks combination voicebiometrics privacyaware linkan,True
Because of the major fires in Australia the local Air Force has begun to air drop vegetables for wild animals. Animals are…,1,1,0.24166248712389982,0.7583375128761002,major fires australia local air force begun air drop vegetables wild animals animals,True
The Iranians chose the day and time to send missiles inside Iraq and they also controlled the… https://t.co/EhjP8cNlW4,0,0,0.7711105314352656,0.22888946856473438,iranians chose day time send missiles inside iraq also controlled,True
"WEATHER ALERT: Severe Thunderstorm Warning including Franklin TN, Fairview TN, Forest Hills TN until 1:45 AM CST https://t.co/q49M0kMkGW",1,1,0.4044049298535224,0.5955950701464776,weather alert severe thunderstorm warning including franklin tn fairview tn forest hills tn cst,True
Homer is driving drunk😱 and has collided with a battery 🔋,0,0,0.9351847827878427,0.0648152172121573,homer driving drunk collided battery,True
"Advised the TypeHuman team to wfh as the air quality 💨 worsened in Melbourne to hazardous level today, due to the h… https://t.co/fiYfTsPhbA",0,1,0.2801532380359517,0.7198467619640483,advised typehuman team wfh air quality worsened melbourne hazardous level today due h,False
#SSOT About the Oil Spill news in Ruweng. I have no right to dispute the news or the article but read through and… https://t.co/wV8N9Ny9wb,0,0,0.7690898772587395,0.23091012274126055,ssot oil spill news ruweng right dispute news article read,True
Palestinian ruling party members (PLO) literally marching wearing explosive belts to mark Fatah's (PLO) first suicide…,0,0,0.8809274464969431,0.11907255350305691,palestinian ruling party members plo literally marching wearing explosive belts mark fatahs plo first suicide,True
